Description	Resource	Path	Location	Type
(MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	GPTM.c	/Mega_Project/MCAL/GPTM	line 367	C/C++ Problem
(MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	GPTM.c	/Mega_Project/MCAL/GPTM	line 323	C/C++ Problem
(MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	GPTM.c	/Mega_Project/MCAL/GPTM	line 404	C/C++ Problem
(MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	GPTM.c	/Mega_Project/MCAL/GPTM	line 385	C/C++ Problem
(MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	GPTM.c	/Mega_Project/MCAL/GPTM	line 260	C/C++ Problem
(MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	GPTM.c	/Mega_Project/MCAL/GPTM	line 54	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 463	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 467	C/C++ Problem
(MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	GPTM.c	/Mega_Project/MCAL/GPTM	line 458	C/C++ Problem
(MISRA-C:2004 8.1/R) Functions shall have prototype declarations and the prototype shall be visible at both the function definition and call	GPTM.c	/Mega_Project/MCAL/GPTM	line 474	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 476	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 476	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 476	C/C++ Problem
(MISRA-C:2004 8.1/R) Functions shall have prototype declarations and the prototype shall be visible at both the function definition and call	GPTM.c	/Mega_Project/MCAL/GPTM	line 479	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 482	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 482	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 482	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 51	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 53	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 53	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 53	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 54	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 54	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 54	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 56	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 56	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 57	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 57	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 59	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 60	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 60	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 60	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 61	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 61	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 61	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 63	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 63	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 63	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 64	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 64	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 64	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 66	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 66	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 66	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 67	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 67	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 67	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 71	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 71	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 71	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 72	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 72	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 72	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 73	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 73	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 74	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 74	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 78	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 78	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 78	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 79	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 79	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 79	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 80	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 80	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 81	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 81	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 84	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 84	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 102	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	PWM.c	/Mega_Project/MCAL/PWM	line 102	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 106	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 107	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 107	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 110	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 111	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 111	C/C++ Problem
(MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	PWM.c	/Mega_Project/MCAL/PWM	line 103	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 49	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 49	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	PWM.c	/Mega_Project/MCAL/PWM	line 49	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	PWM.c	/Mega_Project/MCAL/PWM	line 51	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	PWM.c	/Mega_Project/MCAL/PWM	line 51	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 80	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 80	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 80	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 81	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 81	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	SysTick.c	/Mega_Project/MCAL/SysTick	line 81	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 85	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 85	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	SysTick.c	/Mega_Project/MCAL/SysTick	line 85	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 86	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 86	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	SysTick.c	/Mega_Project/MCAL/SysTick	line 86	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 86	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 105	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 105	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 105	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 106	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 106	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 106	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 107	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 107	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	SysTick.c	/Mega_Project/MCAL/SysTick	line 107	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 111	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 111	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	SysTick.c	/Mega_Project/MCAL/SysTick	line 111	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 112	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 112	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	SysTick.c	/Mega_Project/MCAL/SysTick	line 112	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 112	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 131	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 131	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 131	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 132	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 132	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	SysTick.c	/Mega_Project/MCAL/SysTick	line 132	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 132	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 53	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 53	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 53	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 54	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 54	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 54	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 55	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 55	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	SysTick.c	/Mega_Project/MCAL/SysTick	line 55	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 59	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 59	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	SysTick.c	/Mega_Project/MCAL/SysTick	line 59	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 60	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 60	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	SysTick.c	/Mega_Project/MCAL/SysTick	line 60	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 60	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	SysTick.c	/Mega_Project/MCAL/SysTick	line 79	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	SysTick.c	/Mega_Project/MCAL/SysTick	line 79	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	SysTick.c	/Mega_Project/MCAL/SysTick	line 79	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	scheduler.c	/Mega_Project/OS	line 48	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	scheduler.c	/Mega_Project/OS	line 68	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	scheduler.c	/Mega_Project/OS	line 70	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	scheduler.c	/Mega_Project/OS	line 79	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	scheduler.c	/Mega_Project/OS	line 86	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	scheduler.c	/Mega_Project/OS	line 88	C/C++ Problem
(MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	scheduler.c	/Mega_Project/OS	line 88	C/C++ Problem
(MISRA-C:2004 16.9/R) A function identifier shall only be used with either a preceding &, or with a parenthesised parameter list, which may be empty (function "scheduler_start")	scheduler.c	/Mega_Project/OS	line 43	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	scheduler.c	/Mega_Project/OS	line 44	C/C++ Problem
(MISRA-C:2004 5.3/R) A typedef name shall be a unique identifier ("Task")	scheduler.c	/Mega_Project/OS	line 46	C/C++ Problem
(MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	scheduler.c	/Mega_Project/OS	line 46	C/C++ Problem
(MISRA-C:2004 8.5/R) There shall be no definitions of objects or functions in a header file	scheduler.h	/Mega_Project/OS	line 42	C/C++ Problem
(MISRA-C:2004 5.3/R) A typedef name shall be a unique identifier ("Task")	scheduler.h	/Mega_Project/OS	line 46	C/C++ Problem
(MISRA-C:2004 8.1/R) Functions shall have prototype declarations and the prototype shall be visible at both the function definition and call	main.c	/Mega_Project	line 8	C/C++ Problem
(MISRA-C:2004 16.9/R) A function identifier shall only be used with either a preceding &, or with a parenthesised parameter list, which may be empty (function "button_scan")	main.c	/Mega_Project	line 11	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	main.c	/Mega_Project	line 11	C/C++ Problem
(MISRA-C:2004 16.9/R) A function identifier shall only be used with either a preceding &, or with a parenthesised parameter list, which may be empty (function "avoid_obstacles")	main.c	/Mega_Project	line 12	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	main.c	/Mega_Project	line 12	C/C++ Problem
(MISRA-C:2004 16.9/R) A function identifier shall only be used with either a preceding &, or with a parenthesised parameter list, which may be empty (function "ldr_swing_car")	main.c	/Mega_Project	line 13	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	main.c	/Mega_Project	line 13	C/C++ Problem
(MISRA-C:2004 16.9/R) A function identifier shall only be used with either a preceding &, or with a parenthesised parameter list, which may be empty (function "lcd_display")	main.c	/Mega_Project	line 14	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	main.c	/Mega_Project	line 14	C/C++ Problem
(MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	main.c	/Mega_Project	line 8	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	tm4c123gh6pm_startup_ccs.c	/Mega_Project	line 73	C/C++ Problem
(MISRA-C:2004 16.9/R) A function identifier shall only be used with either a preceding &, or with a parenthesised parameter list, which may be empty (function "ResetISR")	tm4c123gh6pm_startup_ccs.c	/Mega_Project	line 75	C/C++ Problem
(MISRA-C:2004 16.9/R) A function identifier shall only be used with either a preceding &, or with a parenthesised parameter list, which may be empty (function "NmiSR")	tm4c123gh6pm_startup_ccs.c	/Mega_Project	line 76	C/C++ Problem
(MISRA-C:2004 16.9/R) A function identifier shall only be used with either a preceding &, or with a parenthesised parameter list, which may be empty (function "FaultISR")	tm4c123gh6pm_startup_ccs.c	/Mega_Project	line 77	C/C++ Problem
(MISRA-C:2004 16.9/R) A function identifier shall only be used with either a preceding &, or with a parenthesised parameter list, which may be empty (function "IntDefaultHandler")	tm4c123gh6pm_startup_ccs.c	/Mega_Project	line 78	C/C++ Problem
